10.0,499.85
10.001,499.86
10.002,499.87
10.003,499.86
10.004,499.87
10.005,499.85
10.006,499.85
10.007,499.86
10.008,499.85
10.009,499.89
10.01,499.87
10.011,499.89
10.012,499.88
10.013,499.9
10.014,499.92
10.015,499.91
10.016,499.92
10.017,499.94
10.018,499.92
10.019,499.94
10.02,499.96
10.021,499.96
10.022,499.97
10.023,499.94
10.024,499.95
10.025,499.96
10.026,499.95
10.027,499.96
10.028,499.98
10.029,500.01
10.03,500.0
10.031,500.0
10.032,500.01
10.033,500.01
10.034,500.0
10.035,500.03
10.036,500.02
10.037,500.03
10.038,500.04
10.039,500.04
10.04,500.04
10.041,500.06
10.042,500.06
10.043,500.06
10.044,500.06
10.045,500.07
10.046,500.07
10.047,500.1
10.048,500.09
10.049,500.11
10.05,500.1
10.051,500.08
10.052,500.09
10.053,500.13
10.054,500.13
10.055,500.14
10.056,500.14
10.057,500.13
10.058,500.14
10.059,500.13
10.06,500.14
10.061,500.16
10.062,500.16
10.063,500.19
10.064,500.15
10.065,500.15
10.066,500.16
10.067,500.17
10.068,500.14
10.069,500.15
10.07,500.16
10.071,500.17
10.072,500.17
10.073,500.18
10.074,500.16
10.075,500.16
10.076,500.18
10.077,500.19
10.078,500.16
10.079,500.17
10.08,500.2
10.081,500.17
10.082,500.2
10.083,500.21
10.084,500.2
10.085,500.19
10.086,500.19
10.087,500.21
10.088,500.21
10.089,500.21
10.09,500.23
10.091,500.22
10.092,500.22
10.093,500.18
10.094,500.2
10.095,500.22
10.096,500.22
10.097,500.25
10.098,500.22
10.099,500.23
10.139,500.34
10.1,500.26
10.101,500.22
10.102,500.25
10.103,500.23
10.104,500.24
10.105,500.23
10.106,500.24
10.107,500.24
10.108,500.26
10.109,500.26
10.11,500.24
10.111,500.26
10.112,500.27
10.113,500.26
10.114,500.26
10.115,500.28
10.116,500.28
10.117,500.27
10.118,500.25
10.119,500.26
10.12,500.29
10.121,500.28
10.122,500.3
10.123,500.24
10.124,500.28
10.125,500.3
10.126,500.29
10.127,500.28
10.128,500.29
10.129,500.3
10.13,500.31
10.131,500.29
10.132,500.32
10.133,500.32
10.134,500.31
10.135,500.31
10.136,500.32
10.137,500.31
10.138,500.3
10.14,500.32
10.141,500.32
10.142,500.34
10.143,500.32
10.144,500.32
10.145,500.33
10.146,500.33
10.147,500.31
10.148,500.3
10.149,500.32
10.15,500.36
10.151,500.35
10.152,500.35
10.153,500.34
10.154,500.35
10.155,500.35
10.156,500.35
10.157,500.37
10.158,500.36
10.159,500.38
10.16,500.35
10.161,500.36
10.162,500.36
10.163,500.37
10.164,500.37
10.165,500.36
10.166,500.41
10.167,500.38
10.168,500.39
10.169,500.39
10.17,500.41
10.171,500.43
10.172,500.42
10.173,500.42
10.174,500.42
10.175,500.43
10.176,500.45
10.177,500.44
10.178,500.43
10.179,500.45
10.18,500.46
10.181,500.45
10.182,500.48
10.183,500.46
10.184,500.47
10.185,500.49
10.186,500.49
10.187,500.51
10.188,500.49
10.189,500.49
10.19,500.53
10.191,500.52
10.192,500.53
10.193,500.54
10.194,500.54
10.195,500.53
10.196,500.55
10.197,500.54
10.198,500.54
10.199,500.54
10.2,500.56
10.201,500.57
10.202,500.56
10.203,500.58
10.204,500.56
10.205,500.55
10.206,500.58
10.207,500.59
10.208,500.59
10.209,500.57
10.21,500.59
10.211,500.58
10.212,500.59
10.213,500.61
10.214,500.64
10.215,500.64
10.216,500.61
10.217,500.62
10.218,500.62
10.219,500.61
10.22,500.65
10.221,500.66
10.222,500.64
10.223,500.66
10.224,500.66
10.225,500.66
10.226,500.66
10.227,500.66
10.228,500.67
10.229,500.66
10.23,500.67
10.231,500.66
10.232,500.66
10.233,500.68
10.234,500.65
10.235,500.68
10.236,500.68
10.237,500.71
10.238,500.7
10.239,500.7
10.24,500.68
10.241,500.72
10.242,500.71
10.243,500.7
10.244,500.73
10.245,500.73
10.246,500.73
10.247,500.71
10.248,500.74
10.249,500.71
10.25,500.73
10.251,500.72
10.252,500.75
10.253,500.77
10.254,500.76
10.255,500.72
10.256,500.76
10.257,500.76
10.258,500.75
10.259,500.74
10.26,500.78
10.261,500.75
10.262,500.77
10.263,500.78
10.264,500.8
10.265,500.78
10.266,500.77
10.267,500.79
10.268,500.77
10.269,500.76
10.27,500.81
10.271,500.8
10.272,500.8
10.273,500.82
10.274,500.8
10.275,500.83
10.276,500.83
10.277,500.81
10.278,500.85
10.279,500.83
10.28,500.84
10.281,500.85
10.282,500.84
10.283,500.85
10.284,500.82
10.285,500.79
10.286,500.84
10.287,500.81
10.288,500.85
10.289,500.85
10.29,500.87
10.291,500.88
10.292,500.85
10.293,500.85
10.294,500.85
10.295,500.85
10.296,500.86
10.297,500.87
10.298,500.86
10.299,500.86
10.3,500.83
10.301,500.86
10.302,500.86
10.303,500.88
10.304,500.83
10.305,500.86
10.306,500.88
10.307,500.87
10.308,500.87
10.309,500.87
10.31,500.86
10.311,500.87
10.312,500.86
10.313,500.87
10.314,500.86
10.315,500.86
10.316,500.87
10.317,500.87
10.318,500.87
10.319,500.86
10.32,500.89
10.321,500.89
10.322,500.87
10.323,500.9
10.324,500.87
10.325,500.89
10.326,500.91
10.327,500.9
10.328,500.94
10.329,500.93
10.33,500.94
10.331,500.94
10.332,500.96
10.333,500.95
10.334,500.95
10.335,500.93
10.336,500.97
10.337,500.94
10.338,500.94
10.339,500.95
10.34,500.95
10.341,500.97
10.342,500.96
10.343,500.99
10.344,500.98
10.345,500.98
10.346,500.98
10.347,500.98
10.348,501.0
10.349,500.98
10.35,501.0
10.351,501.01
10.352,501.03
10.353,501.03
10.354,501.01
10.355,501.01
10.356,501.02
10.357,501.04
10.358,501.03
10.359,501.02
10.36,501.02
10.361,501.02
10.362,501.06
10.363,501.06
10.364,501.06
10.365,501.08
10.366,501.1
10.367,501.08
10.368,501.14
10.369,501.12
10.37,501.12
10.371,501.12
10.372,501.14
10.373,501.15
10.374,501.15
10.375,501.16
10.376,501.18
10.377,501.19
10.378,501.22
10.379,501.18
10.38,501.2
10.381,501.22
10.382,501.24
10.383,501.24
10.384,501.29
10.385,501.3
10.386,501.28
10.387,501.32
10.388,501.31
10.389,501.32
10.39,501.34
10.391,501.35
10.392,501.38
10.393,501.39
10.394,501.4
10.395,501.41
10.396,501.42
10.397,501.45
10.398,501.46
10.399,501.47
10.4,501.5
10.401,501.49
10.402,501.52
10.403,501.54
10.404,501.54
10.405,501.58
10.406,501.61
10.407,501.6
10.408,501.62
10.409,501.61
10.41,501.66
10.411,501.62
10.412,501.65
10.413,501.68
10.414,501.65
10.415,501.71
10.416,501.74
10.417,501.72
10.418,501.75
10.419,501.72
10.42,501.75
10.421,501.8
10.422,501.79
10.423,501.81
10.424,501.84
10.425,501.83
10.426,501.84
10.427,501.86
10.428,501.87
10.429,501.88
10.43,501.9
10.431,501.9
10.432,501.91
10.433,501.91
10.434,501.91
10.435,501.95
10.436,501.94
10.437,501.98
10.438,501.97
10.439,502.0
10.44,502.01
10.441,502.01
10.442,502.02
10.443,502.02
10.444,502.03
10.445,502.01
10.446,502.05
10.447,502.06
10.448,502.08
10.449,502.08
10.45,502.09
10.451,502.09
10.452,502.08
10.453,502.13
10.454,502.1
10.455,502.14
10.456,502.13
10.457,502.16
10.458,502.13
10.459,502.17
10.46,502.16
10.461,502.18
10.462,502.19
10.463,502.23
10.464,502.18
10.465,502.21
10.466,502.23
10.467,502.24
10.468,502.24
10.469,502.25
10.47,502.25
10.471,502.22
10.472,502.28
10.473,502.29
10.474,502.3
10.475,502.29
10.476,502.27
10.477,502.33
10.478,502.33
10.479,502.33
10.48,502.32
10.481,502.32
10.482,502.35
10.483,502.34
10.484,502.35
10.485,502.36
10.486,502.36
10.487,502.38
10.488,502.37
10.489,502.36
10.49,502.39
10.491,502.36
10.492,502.4
10.493,502.38
10.494,502.39
10.495,502.4
10.496,502.42
10.497,502.43
10.498,502.41
10.499,502.42
10.5,502.43
10.501,502.42
10.502,502.46
10.503,502.38
10.504,502.41
10.505,502.46
10.506,502.45
10.507,502.48
10.508,502.42
10.509,502.48
10.51,502.44
10.511,502.47
10.512,502.47
10.513,502.5
10.514,502.49
10.515,502.52
10.516,502.51
10.517,502.5
10.518,502.51
10.519,502.5
10.52,502.53
10.521,502.55
10.522,502.54
10.523,502.52
10.524,502.53
10.525,502.55
10.526,502.55
10.527,502.56
10.528,502.55
10.529,502.54
10.53,502.59
10.531,502.58
10.532,502.58
10.533,502.58
10.534,502.6
10.535,502.6
10.536,502.56
10.537,502.6
10.538,502.56
10.539,502.59
10.54,502.62
10.541,502.59
10.542,502.62
10.543,502.62
10.544,502.64
10.545,502.62
10.546,502.63
10.547,502.63
10.548,502.65
10.549,502.63
10.55,502.65
10.551,502.66
10.552,502.67
10.553,502.67
10.554,502.67
10.555,502.65
10.556,502.65
10.557,502.67
10.558,502.67
10.559,502.7
10.56,502.68
10.561,502.7
10.562,502.7
10.563,502.72
10.564,502.71
10.565,502.73
10.566,502.72
10.567,502.71
10.568,502.72
10.569,502.73
10.57,502.71
10.571,502.74
10.572,502.74
10.573,502.76
10.574,502.76
10.575,502.76
10.576,502.75
10.577,502.75
10.578,502.75
10.579,502.74
10.58,502.78
10.581,502.75
10.582,502.78
10.583,502.79
10.584,502.79
10.585,502.79
10.586,502.78
10.587,502.79
10.588,502.79
10.589,502.78
10.59,502.77
10.591,502.78
10.592,502.81
10.593,502.83
10.594,502.81
10.595,502.82
10.596,502.83
10.597,502.83
10.598,502.84
10.599,502.83
10.6,502.85
10.601,502.83
10.602,502.83
10.603,502.84
10.604,502.82
10.605,502.86
10.606,502.87
10.607,502.85
10.608,502.86
10.609,502.87
10.61,502.87
10.611,502.89
10.612,502.87
10.613,502.9
10.614,502.89
10.615,502.91
10.616,502.9
10.617,502.93
10.618,502.92
10.619,502.92
10.62,502.95
10.621,502.91
10.622,502.95
10.623,502.94
10.624,502.96
10.625,502.96
10.626,502.96
10.627,502.96
10.628,502.98
10.629,502.98
10.63,502.97
10.631,502.99
10.632,502.97
10.633,503.0
10.634,502.99
10.635,502.99
10.636,503.02
10.637,503.0
10.638,503.03
10.639,503.01
10.64,503.03
10.641,502.99
10.642,503.03
10.643,503.03
10.644,503.04
10.645,503.03
10.646,503.05
10.647,503.04
10.648,503.06
10.649,503.07
10.65,503.04
10.651,503.06
10.652,503.09
10.653,503.09
10.654,503.09
10.655,503.05
10.656,503.1
10.657,503.12
10.658,503.12
10.659,503.1
10.66,503.13
10.661,503.12
10.662,503.14
10.663,503.14
10.664,503.1
10.665,503.13
10.666,503.14
10.667,503.16
10.668,503.17
10.669,503.17
10.67,503.15
10.671,503.14
10.672,503.17
10.673,503.16
10.674,503.15
10.675,503.16
10.676,503.19
10.677,503.18
10.678,503.19
10.679,503.2
10.68,503.21
10.681,503.19
10.682,503.21
10.683,503.19
10.684,503.23
10.685,503.22
10.686,503.24
10.687,503.22
10.688,503.25
10.689,503.23
10.69,503.25
10.691,503.25
10.692,503.26
10.693,503.28
10.694,503.27
10.695,503.28
10.696,503.28
10.697,503.28
10.698,503.29
10.699,503.29
10.7,503.31
10.701,503.3
10.702,503.3
10.703,503.3
10.704,503.33
10.705,503.34
10.706,503.35
10.707,503.34
10.708,503.34
10.709,503.34
10.71,503.36
10.711,503.38
10.712,503.34
10.713,503.34
10.714,503.36
10.715,503.39
10.716,503.37
10.717,503.37
10.718,503.39
10.719,503.38
10.72,503.38
10.721,503.4
10.722,503.42
10.723,503.39
10.724,503.41
10.725,503.43
10.726,503.43
10.727,503.45
10.728,503.43
10.729,503.45
10.73,503.43
10.731,503.45
10.732,503.45
10.733,503.45
10.734,503.47
10.735,503.48
10.736,503.46
10.737,503.49
10.738,503.5
10.739,503.48
10.74,503.49
10.741,503.49
10.742,503.5
10.743,503.5
10.744,503.49
10.745,503.5
10.746,503.51
10.747,503.53
10.748,503.53
10.749,503.54
10.75,503.56
10.751,503.55
10.752,503.56
10.753,503.58
10.754,503.57
10.755,503.56
10.756,503.58
10.757,503.59
10.758,503.6
10.759,503.59
10.76,503.61
10.761,503.6
10.762,503.6
10.763,503.6
10.764,503.61
10.765,503.59
10.766,503.6
10.767,503.62
10.768,503.58
10.769,503.63
10.77,503.65
10.771,503.62
10.772,503.62
10.773,503.65
10.774,503.66
10.775,503.68
10.776,503.69
10.777,503.69
10.778,503.66
10.779,503.69
10.78,503.67
10.781,503.69
10.782,503.69
10.783,503.7
10.784,503.69
10.785,503.71
10.786,503.71
10.787,503.72
10.788,503.7
10.789,503.73
10.79,503.74
10.791,503.74
10.792,503.75
10.793,503.75
10.794,503.74
10.795,503.74
10.796,503.77
10.797,503.79
10.798,503.78
10.799,503.78
10.8,503.79
10.801,503.79
10.802,503.8
10.803,503.77
10.804,503.79
10.805,503.82
10.806,503.81
10.807,503.84
10.808,503.83
10.809,503.83
10.81,503.84
10.811,503.83
10.812,503.84
10.813,503.84
10.814,503.85
10.815,503.85
10.816,503.85
10.817,503.86
10.818,503.84
10.819,503.85
10.82,503.86
10.821,503.88
10.822,503.86
10.823,503.87
10.824,503.88
10.825,503.89
10.826,503.9
10.827,503.89
10.828,503.9
10.829,503.9
10.83,503.89
10.831,503.9
10.832,503.89
10.833,503.91
10.834,503.91
10.835,503.92
10.836,503.93
10.837,503.91
10.838,503.94
10.839,503.94
10.84,503.93
10.841,503.93
10.842,503.93
10.843,503.94
10.844,503.94
10.845,503.96
10.846,503.98
10.847,503.96
10.848,503.96
10.849,503.97
10.85,503.96
10.851,503.97
10.852,503.96
10.853,503.97
10.854,503.99
10.855,504.0
10.856,503.97
10.857,503.97
10.858,504.0
10.859,503.99
10.86,503.99
10.861,503.98
10.862,503.98
10.863,504.0
10.864,504.02
10.865,504.0
10.866,504.0
10.867,504.03
10.868,504.03
10.869,504.02
10.87,504.01
10.871,504.01
10.872,504.02
10.873,504.01
10.874,504.03
10.875,504.03
10.876,504.02
10.877,504.03
10.878,504.04
10.879,504.0
10.88,503.99
10.881,504.01
10.882,503.99
10.883,504.02
10.884,504.04
10.885,504.02
10.886,504.03
10.887,504.02
10.888,504.02
10.889,504.03
10.89,504.01
10.891,504.03
10.892,504.03
10.893,504.03
10.894,504.03
10.895,504.01
10.896,504.03
10.897,504.02
10.898,504.01
10.899,504.03
10.9,504.02
10.901,504.01
10.902,504.02
10.903,504.02
10.904,504.04
10.905,504.04
10.906,504.02
10.907,504.04
10.908,504.04
10.909,504.06
10.91,504.04
10.911,504.04
10.912,504.03
10.913,504.04
10.914,504.05
10.915,504.04
10.916,504.04
10.917,504.03
10.918,504.07
10.919,504.08
10.92,504.07
10.921,504.06
10.922,504.03
10.923,504.03
10.924,504.04
10.925,504.04
10.926,504.04
10.927,504.03
10.928,504.03
10.929,504.04
10.93,504.02
10.931,504.04
10.932,504.02
10.933,504.04
10.934,504.04
10.935,504.03
10.936,504.0
10.937,504.01
10.938,504.03
10.939,504.02
10.94,504.03
10.941,504.02
10.942,504.03
10.943,504.05
10.944,504.06
10.945,504.06
10.946,504.08
10.947,504.06
10.948,504.06
10.949,504.06
10.95,504.05
10.951,504.04
10.952,504.03
10.953,504.05
10.954,504.05
10.955,504.07
10.956,504.07
10.957,504.09
10.958,504.08
10.959,504.07
10.96,504.02
10.961,504.09
10.962,504.08
10.963,504.08
10.964,504.09
10.965,504.1
10.966,504.08
10.967,504.06
10.968,504.07
10.969,504.07
10.97,504.1
10.971,504.1
10.972,504.08
10.973,504.08
10.974,504.08
10.975,504.06
10.976,504.1
10.977,504.1
10.978,504.08
10.979,504.1
10.98,504.09
10.981,504.1
10.982,504.11
10.983,504.13
10.984,504.13
10.985,504.13
10.986,504.11
10.987,504.13
10.988,504.12
10.989,504.13
10.99,504.15
10.991,504.12
10.992,504.1
10.993,504.14
10.994,504.14
10.995,504.14
10.996,504.14
10.997,504.15
10.998,504.14
10.999,504.14
11.0,504.18
11.001,504.15
11.002,504.15
11.003,504.16
11.004,504.18
11.005,504.17
11.006,504.15
11.007,504.18
11.008,504.19
11.009,504.18
11.01,504.16
11.011,504.18
11.012,504.18
11.013,504.18
11.014,504.2
11.015,504.18
11.016,504.2
11.017,504.21
11.018,504.21
11.019,504.22
11.02,504.22
11.021,504.23
11.022,504.23
11.023,504.24
11.024,504.24
11.025,504.23
11.026,504.23
11.027,504.24
11.028,504.25
11.029,504.25
11.03,504.24
11.031,504.25
11.032,504.24
11.033,504.24
11.034,504.25
11.035,504.27
11.036,504.25
11.037,504.25
11.038,504.26
11.039,504.26
11.04,504.25
11.041,504.24
11.042,504.28
11.043,504.28
11.044,504.29
11.045,504.28
11.046,504.27
11.047,504.28
11.048,504.29
11.049,504.28
11.05,504.28
11.051,504.3
11.052,504.31
11.053,504.31
11.054,504.31
11.055,504.31
11.056,504.32
11.057,504.33
11.058,504.32
11.059,504.33
11.06,504.33
11.061,504.34
11.062,504.35
11.063,504.37
11.064,504.35
11.065,504.36
11.066,504.37
11.067,504.35
11.068,504.35
11.069,504.37
11.07,504.38
11.071,504.36
11.072,504.37
11.073,504.39
11.074,504.4
11.075,504.37
11.076,504.39
11.077,504.39
11.078,504.38
11.079,504.35
11.08,504.39
11.081,504.41
11.082,504.41
11.083,504.4
11.084,504.4
11.085,504.41
11.086,504.43
11.087,504.43
11.088,504.45
11.089,504.43
11.09,504.43
11.091,504.41
11.092,504.44
11.093,504.4
11.094,504.43
11.095,504.45
11.096,504.43
11.097,504.43
11.098,504.43
11.099,504.44
11.1,504.44
11.101,504.46
11.102,504.47
11.103,504.45
11.104,504.47
11.105,504.47
11.106,504.48
11.107,504.49
11.108,504.49
11.109,504.44
11.11,504.47
11.111,504.49
11.112,504.48
11.113,504.37
11.114,504.48
11.115,504.49
11.116,504.46
11.117,504.48
11.118,504.5
11.119,504.5
11.12,504.49
11.121,504.47
11.122,504.5
11.123,504.46
11.124,504.48
11.125,504.47
11.126,504.49
11.127,504.44
11.128,504.49
11.129,504.48
11.13,504.49
11.131,504.5
11.132,504.5
11.133,504.51
11.134,504.51
11.135,504.49
11.136,504.5
11.137,504.49
11.138,504.5
11.139,504.49
11.14,504.51
11.141,504.5
11.142,504.47
11.143,504.49
11.144,504.5
11.145,504.53
11.146,504.51
11.147,504.5
11.148,504.51
11.149,504.52
11.15,504.52
11.151,504.55
11.152,504.53
11.153,504.55
11.154,504.53
11.155,504.56
11.156,504.54
11.157,504.5
11.158,504.54
11.159,504.53
11.16,504.54
11.161,504.53
11.162,504.55
11.163,504.52
11.164,504.54
11.165,504.57
11.166,504.55
11.167,504.57
11.168,504.59
11.169,504.55
11.17,504.57
11.171,504.58
11.172,504.57
11.173,504.59
11.174,504.58
11.175,504.57
11.176,504.56
11.177,504.59
11.178,504.57
11.179,504.58
11.18,504.62
11.181,504.58
11.182,504.58
11.183,504.59
11.184,504.61
11.185,504.59
11.186,504.59
11.187,504.6
11.188,504.57
11.189,504.56
11.19,504.59
11.191,504.59
11.192,504.61
11.193,504.6
11.194,504.58
11.195,504.62
11.196,504.6
11.197,504.58
11.198,504.6
11.199,504.58
11.2,504.6
11.201,504.61
11.202,504.62
11.203,504.62
11.204,504.6
11.205,504.62
11.206,504.61
11.207,504.59
11.208,504.61
11.209,504.62
11.21,504.6
