4,28.300,343.71
4,28.301,343.81
4,28.302,344.05
4,28.303,344.23
4,28.304,344.48
4,28.305,344.69
4,28.306,344.82
4,28.307,345.07
4,28.308,345.26
4,28.309,345.44
4,28.310,345.56
4,28.311,345.70
4,28.312,345.95
4,28.313,346.11
4,28.314,346.30
4,28.315,346.49
4,28.316,346.73
4,28.317,346.87
4,28.318,347.08
4,28.319,347.19
4,28.320,347.35
4,28.321,347.59
4,28.322,347.76
4,28.323,347.92
4,28.324,348.13
4,28.325,348.29
4,28.326,348.49
4,28.327,348.65
4,28.328,348.74
4,28.329,348.94
4,28.330,349.13
4,28.331,349.23
4,28.332,349.48
4,28.333,349.63
4,28.334,349.76
4,28.335,349.98
4,28.336,350.16
4,28.337,350.29
4,28.338,350.37
4,28.339,350.61
4,28.340,350.73
4,28.341,350.92
4,28.342,351.13
4,28.343,351.23
4,28.344,351.44
4,28.345,351.56
4,28.346,351.73
4,28.347,351.89
4,28.348,352.01
4,28.349,352.15
4,28.350,352.36
4,28.351,352.46
4,28.352,352.65
4,28.353,352.80
4,28.354,352.96
4,28.355,353.15
4,28.356,353.24
4,28.357,353.39
4,28.358,353.56
4,28.359,353.74
4,28.360,353.86
4,28.361,354.05
4,28.362,354.15
4,28.363,354.35
4,28.364,354.54
4,28.365,354.58
4,28.366,354.74
4,28.367,354.91
4,28.368,355.08
4,28.369,355.23
4,28.370,355.41
4,28.371,355.51
4,28.372,355.71
4,28.373,355.84
4,28.374,355.99
4,28.375,356.11
4,28.376,356.29
4,28.377,356.41
4,28.378,356.56
4,28.379,356.70
4,28.380,356.88
4,28.381,357.04
4,28.382,357.20
4,28.383,357.33
4,28.384,357.46
4,28.385,357.58
4,28.386,357.74
4,28.387,357.92
4,28.388,358.02
4,28.389,358.21
4,28.390,358.38
4,28.391,358.51
4,28.392,358.66
4,28.393,358.78
4,28.394,358.90
4,28.395,359.06
4,28.396,359.27
4,28.397,359.36
4,28.398,359.54
4,28.399,359.66
4,28.400,359.81
4,28.401,359.99
4,28.402,360.13
4,28.403,360.20
4,28.404,360.38
4,28.405,360.52
4,28.406,360.61
4,28.407,360.83
4,28.408,360.97
4,28.409,361.12
4,28.410,361.27
4,28.411,361.40
4,28.412,361.48
4,28.413,361.64
4,28.414,361.78
4,28.415,361.92
4,28.416,362.06
4,28.417,362.20
4,28.418,362.36
4,28.419,362.47
4,28.420,362.64
4,28.421,362.73
4,28.422,362.84
4,28.423,362.99
4,28.424,363.14
4,28.425,363.28
4,28.426,363.38
4,28.427,363.57
4,28.428,363.69
4,28.429,363.85
4,28.430,363.90
4,28.431,364.06
4,28.432,364.18
4,28.433,364.28
4,28.434,364.46
4,28.435,364.60
4,28.436,364.70
4,28.437,364.90
4,28.438,365.01
4,28.439,365.12
4,28.440,365.21
4,28.441,365.35
4,28.442,365.48
4,28.443,365.61
4,28.444,365.77
4,28.445,365.89
4,28.446,366.04
4,28.447,366.15
4,28.448,366.30
4,28.449,366.36
4,28.450,366.51
4,28.451,366.63
4,28.452,366.78
4,28.453,366.89
4,28.454,367.02
4,28.455,367.18
4,28.456,367.31
4,28.457,367.46
4,28.458,367.53
4,28.459,367.64
4,28.460,367.77
4,28.461,367.93
4,28.462,368.03
4,28.463,368.19
4,28.464,368.33
4,28.465,368.48
4,28.466,368.63
4,28.467,368.73
4,28.468,368.81
4,28.469,368.96
4,28.470,369.10
4,28.471,369.21
4,28.472,369.36
4,28.473,369.47
4,28.474,369.64
4,28.475,369.76
4,28.476,369.91
4,28.477,369.97
4,28.478,370.12
4,28.479,370.26
4,28.480,370.38
4,28.481,370.55
4,28.482,370.62
4,28.483,370.76
4,28.484,370.90
4,28.485,371.05
4,28.486,371.14
4,28.487,371.29
4,28.488,371.41
4,28.489,371.53
4,28.490,371.66
4,28.491,371.82
4,28.492,371.96
4,28.493,372.09
4,28.494,372.22
4,28.495,372.30
4,28.496,372.45
4,28.497,372.56
4,28.498,372.70
4,28.499,372.82
4,28.500,372.95
4,28.501,373.08
4,28.502,373.21
4,28.503,373.34
4,28.504,373.46
4,28.505,373.52
4,28.506,373.66
4,28.507,373.75
4,28.508,373.90
4,28.509,374.02
4,28.510,374.15
4,28.511,374.27
4,28.512,374.43
4,28.513,374.51
4,28.514,374.59
4,28.515,374.71
4,28.516,374.81
4,28.517,374.92
4,28.518,375.05
4,28.519,375.17
4,28.520,375.28
4,28.521,375.39
4,28.522,375.46
4,28.523,375.51
4,28.524,375.66
4,28.525,375.77
4,28.526,375.89
4,28.527,375.98
4,28.528,376.06
4,28.529,376.18
4,28.530,376.29
4,28.531,376.38
4,28.532,376.48
4,28.533,376.52
4,28.534,376.61
4,28.535,376.69
4,28.536,376.78
4,28.537,376.89
4,28.538,376.97
4,28.539,377.04
4,28.540,377.13
4,28.541,377.19
4,28.542,377.26
4,28.543,377.32
4,28.544,377.43
4,28.545,377.46
4,28.546,377.56
4,28.547,377.59
4,28.548,377.70
4,28.549,377.78
4,28.550,377.84
4,28.551,377.89
4,28.552,377.96
4,28.553,378.01
4,28.554,378.06
4,28.555,378.13
4,28.556,378.18
4,28.557,378.25
4,28.558,378.30
4,28.559,378.35
4,28.560,378.39
4,28.561,378.44
4,28.562,378.47
4,28.563,378.51
4,28.564,378.59
4,28.565,378.63
4,28.566,378.69
4,28.567,378.71
4,28.568,378.76
4,28.569,378.83
4,28.570,378.85
4,28.571,378.89
4,28.572,378.94
4,28.573,378.96
4,28.574,379.02
4,28.575,379.06
4,28.576,379.08
4,28.577,379.12
4,28.578,379.16
4,28.579,379.18
4,28.580,379.22
4,28.581,379.21
4,28.582,379.28
4,28.583,379.34
4,28.584,379.31
4,28.585,379.37
4,28.586,379.40
4,28.587,379.43
4,28.588,379.46
4,28.589,379.50
4,28.590,379.53
4,28.591,379.55
4,28.592,379.59
4,28.593,379.62
4,28.594,379.64
4,28.595,379.66
4,28.596,379.70
4,28.597,379.72
4,28.598,379.72
4,28.599,379.72
4,28.600,379.79
4,28.601,379.80
4,28.602,379.85
4,28.603,379.87
4,28.604,379.89
4,28.605,379.92
4,28.606,379.92
4,28.607,379.95
4,28.608,379.98
4,28.609,379.99
4,28.610,380.02
4,28.611,380.04
4,28.612,380.05
4,28.613,380.09
4,28.614,380.08
4,28.615,380.13
4,28.616,380.14
4,28.617,380.18
4,28.618,380.20
4,28.619,380.22
4,28.620,380.26
4,28.621,380.25
4,28.622,380.26
4,28.623,380.30
4,28.624,380.33
4,28.625,380.32
4,28.626,380.37
4,28.627,380.37
4,28.628,380.38
4,28.629,380.42
4,28.630,380.45
4,28.631,380.46
4,28.632,380.47
4,28.633,380.51
4,28.634,380.55
4,28.635,380.54
4,28.636,380.59
4,28.637,380.60
4,28.638,380.62
4,28.639,380.66
4,28.640,380.67
4,28.641,380.69
4,28.642,380.72
4,28.643,380.74
4,28.644,380.75
4,28.645,380.79
4,28.646,380.80
4,28.647,380.81
4,28.648,380.86
4,28.649,380.89
4,28.650,380.90
4,28.651,380.93
4,28.652,380.95
4,28.653,380.97
4,28.654,380.98
4,28.655,381.00
4,28.656,381.02
4,28.657,381.06
4,28.658,381.08
4,28.659,381.12
4,28.660,381.12
4,28.661,381.17
4,28.662,381.16
4,28.663,381.19
4,28.664,381.20
4,28.665,381.26
4,28.666,381.26
4,28.667,381.30
4,28.668,381.30
4,28.669,381.35
4,28.670,381.35
4,28.671,381.39
4,28.672,381.39
4,28.673,381.43
4,28.674,381.46
4,28.675,381.43
4,28.676,381.50
4,28.677,381.53
4,28.678,381.53
4,28.679,381.55
4,28.680,381.59
4,28.681,381.61
4,28.682,381.61
4,28.683,381.63
4,28.684,381.66
4,28.685,381.68
4,28.686,381.68
4,28.687,381.73
4,28.688,381.73
4,28.689,381.75
4,28.690,381.76
4,28.691,381.79
4,28.692,381.78
4,28.693,381.82
4,28.694,381.80
4,28.695,381.84
4,28.696,381.87
4,28.697,381.87
4,28.698,381.89
4,28.699,381.91
4,28.700,381.90
4,28.701,381.92
4,28.702,381.94
4,28.703,381.93
4,28.704,381.96
4,28.705,381.98
4,28.706,381.99
4,28.707,381.98
4,28.708,382.00
4,28.709,382.00
4,28.710,382.01
4,28.711,382.02
4,28.712,382.02
4,28.713,382.03
4,28.714,382.02
4,28.715,382.03
4,28.716,382.03
4,28.717,382.05
4,28.718,382.05
4,28.719,382.05
4,28.720,382.03
4,28.721,382.06
4,28.722,382.06
4,28.723,382.04
4,28.724,382.05
4,28.725,382.07
4,28.726,382.05
4,28.727,382.06
4,28.728,382.04
4,28.729,382.04
4,28.730,382.03
4,28.731,382.04
4,28.732,382.04
4,28.733,382.03
4,28.734,382.02
4,28.735,382.00
4,28.736,382.03
4,28.737,382.01
4,28.738,382.00
4,28.739,382.00
4,28.740,382.01
4,28.741,382.00
4,28.742,382.01
4,28.743,381.99
4,28.744,381.99
4,28.745,381.99
4,28.746,381.99
4,28.747,382.01
4,28.748,381.96
4,28.749,381.97
4,28.750,381.99
4,28.751,381.96
4,28.752,381.96
4,28.753,381.98
4,28.754,381.96
4,28.755,381.96
4,28.756,382.00
4,28.757,381.97
4,28.758,381.98
4,28.759,382.00
4,28.760,381.97
4,28.761,381.99
4,28.762,382.03
4,28.763,382.01
4,28.764,382.02
4,28.765,382.01
4,28.766,382.04
4,28.767,382.05
4,28.768,382.04
4,28.769,382.09
